Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Attend.,Arena,Year
"Tue, Dec 13, 2022",8:00p,Phoenix Suns,97.0,Houston Rockets,111.0,15128.0,Toyota Center,2023
"Tue, Dec 13, 2022",9:00p,New Orleans Pelicans,100.0,Utah Jazz,121.0,18206.0,Vivint Arena,2023
"Tue, Dec 13, 2022",10:00p,Boston Celtics,122.0,Los Angeles Lakers,118.0,18661.0,Crypto.com Arena,2023
"Wed, Dec 14, 2022",7:00p,Detroit Pistons,141.0,Charlotte Hornets,134.0,14303.0,Spectrum Center,2023
"Wed, Dec 14, 2022",7:00p,Golden State Warriors,119.0,Indiana Pacers,125.0,15069.0,Gainbridge Fieldhouse,2023
"Wed, Dec 14, 2022",7:00p,Atlanta Hawks,124.0,Orlando Magic,135.0,16002.0,Amway Center,2023
"Wed, Dec 14, 2022",7:30p,New York Knicks,128.0,Chicago Bulls,120.0,18820.0,United Center,2023
"Wed, Dec 14, 2022",7:30p,Sacramento Kings,124.0,Toronto Raptors,123.0,19800.0,Scotiabank Arena,2023
"Wed, Dec 14, 2022",8:00p,Miami Heat,110.0,Oklahoma City Thunder,108.0,14783.0,Paycom Center,2023
"Wed, Dec 14, 2022",8:00p,Portland Trail Blazers,128.0,San Antonio Spurs,112.0,13657.0,AT&T Center,2023
"Wed, Dec 14, 2022",9:00p,Cleveland Cavaliers,105.0,Dallas Mavericks,90.0,20093.0,American Airlines Center,2023
"Wed, Dec 14, 2022",9:00p,Washington Wizards,128.0,Denver Nuggets,141.0,19550.0,Ball Arena,2023
"Wed, Dec 14, 2022",10:00p,Minnesota Timberwolves,88.0,Los Angeles Clippers,99.0,14063.0,Crypto.com Arena,2023
"Thu, Dec 15, 2022",8:00p,Miami Heat,111.0,Houston Rockets,108.0,16210.0,Toyota Center,2023
"Thu, Dec 15, 2022",8:00p,Milwaukee Bucks,101.0,Memphis Grizzlies,142.0,17794.0,FedEx Forum,2023
"Thu, Dec 15, 2022",9:00p,New Orleans Pelicans,129.0,Utah Jazz,132.0,18206.0,Vivint Arena,2023
"Thu, Dec 15, 2022",10:30p,Phoenix Suns,111.0,Los Angeles Clippers,95.0,15778.0,Crypto.com Arena,2023
"Fri, Dec 16, 2022",7:00p,Atlanta Hawks,125.0,Charlotte Hornets,106.0,17772.0,Spectrum Center,2023
"Fri, Dec 16, 2022",7:00p,Sacramento Kings,122.0,Detroit Pistons,113.0,17892.0,Little Caesars Arena,2023
"Fri, Dec 16, 2022",7:30p,Orlando Magic,117.0,Boston Celtics,109.0,19156.0,TD Garden,2023
"Fri, Dec 16, 2022",7:30p,Indiana Pacers,112.0,Cleveland Cavaliers,118.0,19432.0,Rocket Mortgage Fieldhouse,2023
"Fri, Dec 16, 2022",7:30p,Golden State Warriors,106.0,Philadelphia 76ers,118.0,20567.0,Wells Fargo Center,2023
"Fri, Dec 16, 2022",7:30p,Brooklyn Nets,119.0,Toronto Raptors,116.0,19800.0,Scotiabank Arena,2023
"Fri, Dec 16, 2022",8:00p,New York Knicks,114.0,Chicago Bulls,91.0,19661.0,United Center,2023
"Fri, Dec 16, 2022",8:00p,Minnesota Timberwolves,112.0,Oklahoma City Thunder,110.0,14885.0,Paycom Center,2023
"Fri, Dec 16, 2022",8:30p,Portland Trail Blazers,110.0,Dallas Mavericks,130.0,20191.0,American Airlines Center,2023
"Fri, Dec 16, 2022",10:00p,Denver Nuggets,108.0,Los Angeles Lakers,126.0,18505.0,Crypto.com Arena,2023
"Sat, Dec 17, 2022",4:00p,Washington Wizards,93.0,Los Angeles Clippers,102.0,15018.0,Crypto.com Arena,2023
"Sat, Dec 17, 2022",5:00p,Miami Heat,111.0,San Antonio Spurs,101.0,20160.0,Mexico City Arena,2023
"Sat, Dec 17, 2022",8:00p,Dallas Mavericks,99.0,Cleveland Cavaliers,100.0,19432.0,Rocket Mortgage Fieldhouse,2023
