Date,Visitor,G,Home,G.1,Att.,LOG,Year
2024-02-10,Pittsburgh Penguins,1.0,Winnipeg Jets,2.0,15225.0,2:14,2024
2024-02-11,St Louis Blues,7.0,Montréal Canadiens,2.0,21105.0,2:36,2024
2024-02-11,Vancouver Canucks,3.0,Washington Capitals,2.0,18573.0,2:27,2024
2024-02-12,Seattle Kraken,1.0,New Jersey Devils,3.0,14511.0,2:23,2024
2024-02-12,Calgary Flames,0.0,New York Rangers,2.0,18006.0,2:22,2024
2024-02-12,Arizona Coyotes,3.0,Philadelphia Flyers,5.0,18094.0,2:37,2024
2024-02-12,Minnesota Wild,5.0,Vegas Golden Knights,3.0,18207.0,2:33,2024
2024-02-13,Tampa Bay Lightning,3.0,Boston Bruins,2.0,17850.0,2:48,2024
2024-02-13,Los Angeles Kings,0.0,Buffalo Sabres,7.0,13292.0,2:16,2024
2024-02-13,Vancouver Canucks,4.0,Chicago Blackhawks,2.0,16452.0,2:22,2024
2024-02-13,Carolina Hurricanes,2.0,Dallas Stars,4.0,18532.0,2:28,2024
2024-02-13,Detroit Red Wings,4.0,Edmonton Oilers,8.0,18347.0,2:27,2024
2024-02-13,Anaheim Ducks,0.0,Montréal Canadiens,5.0,21105.0,2:26,2024
2024-02-13,New Jersey Devils,4.0,Nashville Predators,2.0,17159.0,2:27,2024
2024-02-13,Seattle Kraken,2.0,New York Islanders,1.0,17255.0,2:35,2024
2024-02-13,Columbus Blue Jackets,3.0,Ottawa Senators,6.0,15203.0,2:34,2024
2024-02-13,St Louis Blues,1.0,Toronto Maple Leafs,4.0,18307.0,2:20,2024
2024-02-13,Colorado Avalanche,6.0,Washington Capitals,3.0,17878.0,2:38,2024
2024-02-14,Minnesota Wild,3.0,Arizona Coyotes,1.0,4600.0,2:41,2024
2024-02-14,Florida Panthers,5.0,Pittsburgh Penguins,2.0,17967.0,2:30,2024
2024-02-14,San Jose Sharks,0.0,Winnipeg Jets,1.0,13786.0,2:20,2024
2024-02-15,Seattle Kraken,4.0,Boston Bruins,1.0,17850.0,2:22,2024
2024-02-15,Florida Panthers,4.0,Buffalo Sabres,0.0,14277.0,2:24,2024
2024-02-15,San Jose Sharks,6.0,Calgary Flames,3.0,16852.0,2:37,2024
2024-02-15,Pittsburgh Penguins,4.0,Chicago Blackhawks,1.0,19423.0,2:19,2024
2024-02-15,Los Angeles Kings,2.0,New Jersey Devils,1.0,16105.0,2:23,2024
2024-02-15,Dallas Stars,9.0,Nashville Predators,2.0,17159.0,2:30,2024
2024-02-15,Montréal Canadiens,4.0,New York Rangers,7.0,18006.0,2:45,2024
2024-02-15,Anaheim Ducks,5.0,Ottawa Senators,1.0,16297.0,2:23,2024
2024-02-15,Edmonton Oilers,3.0,St Louis Blues,6.0,18096.0,2:30,2024
2024-02-15,Colorado Avalanche,3.0,Tampa Bay Lightning,6.0,19092.0,2:45,2024
2024-02-15,Philadelphia Flyers,3.0,Toronto Maple Leafs,4.0,18646.0,2:33,2024
2024-02-15,Detroit Red Wings,1.0,Vancouver Canucks,4.0,18947.0,2:25,2024
2024-02-16,Carolina Hurricanes,5.0,Arizona Coyotes,1.0,4600.0,2:27,2024
2024-02-17,Los Angeles Kings,5.0,Boston Bruins,4.0,17850.0,2:48,2024
2024-02-17,Detroit Red Wings,5.0,Calgary Flames,0.0,17854.0,2:40,2024
2024-02-17,Ottawa Senators,2.0,Chicago Blackhawks,3.0,18888.0,2:28,2024
2024-02-17,Edmonton Oilers,4.0,Dallas Stars,3.0,18532.0,2:32,2024
2024-02-17,Buffalo Sabres,3.0,Minnesota Wild,2.0,19276.0,2:33,2024
2024-02-17,Washington Capitals,4.0,Montréal Canadiens,3.0,21105.0,2:31,2024
2024-02-17,Philadelphia Flyers,3.0,New Jersey Devils,6.0,70328.0,2:47,2024
2024-02-17,Columbus Blue Jackets,4.0,San Jose Sharks,3.0,17435.0,2:33,2024
2024-02-17,Nashville Predators,5.0,St Louis Blues,2.0,18096.0,2:25,2024
2024-02-17,Florida Panthers,9.0,Tampa Bay Lightning,2.0,19092.0,2:35,2024
2024-02-17,Anaheim Ducks,2.0,Toronto Maple Leafs,9.0,19247.0,2:23,2024
2024-02-17,Winnipeg Jets,4.0,Vancouver Canucks,2.0,18992.0,2:30,2024
2024-02-17,Carolina Hurricanes,3.0,Vegas Golden Knights,1.0,18355.0,2:30,2024
2024-02-18,Arizona Coyotes,3.0,Colorado Avalanche,4.0,18133.0,2:50,2024
2024-02-18,New York Rangers,6.0,New York Islanders,5.0,79690.0,2:48,2024
2024-02-18,Los Angeles Kings,2.0,Pittsburgh Penguins,1.0,18422.0,2:27,2024
2024-02-19,Edmonton Oilers,6.0,Arizona Coyotes,3.0,4600.0,2:26,2024
2024-02-19,Dallas Stars,3.0,Boston Bruins,4.0,17850.0,2:53,2024
2024-02-19,Anaheim Ducks,4.0,Buffalo Sabres,3.0,17229.0,2:19,2024
2024-02-19,Chicago Blackhawks,3.0,Carolina Hurricanes,6.0,18909.0,2:25,2024
2024-02-19,Winnipeg Jets,3.0,Calgary Flames,6.0,18037.0,2:24,2024
2024-02-19,Vancouver Canucks,7.0,Minnesota Wild,10.0,19024.0,2:37,2024
2024-02-19,Detroit Red Wings,4.0,Seattle Kraken,3.0,17151.0,2:29,2024
2024-02-19,Vegas Golden Knights,4.0,San Jose Sharks,0.0,13673.0,2:22,2024
2024-02-19,Toronto Maple Leafs,4.0,St Louis Blues,2.0,18096.0,2:27,2024
2024-02-19,Ottawa Senators,4.0,Tampa Bay Lightning,2.0,19092.0,2:28,2024
2024-02-20,Vancouver Canucks,1.0,Colorado Avalanche,3.0,18121.0,2:28,2024
2024-02-20,Ottawa Senators,2.0,Florida Panthers,3.0,19000.0,2:30,2024
2024-02-20,Columbus Blue Jackets,1.0,Los Angeles Kings,5.0,16980.0,2:31,2024
2024-02-20,Dallas Stars,1.0,New York Rangers,3.0,18006.0,2:29,2024
2024-02-20,New York Islanders,5.0,Pittsburgh Penguins,4.0,18016.0,2:36,2024
2024-02-20,Nashville Predators,5.0,Vegas Golden Knights,3.0,17727.0,2:29,2024
2024-02-20,Minnesota Wild,3.0,Winnipeg Jets,6.0,14707.0,2:30,2024
2024-02-20,New Jersey Devils,2.0,Washington Capitals,6.0,17232.0,2:29,2024
2024-02-21,Columbus Blue Jackets,7.0,Anaheim Ducks,4.0,14518.0,2:27,2024
2024-02-21,Toronto Maple Leafs,6.0,Arizona Coyotes,3.0,4600.0,2:35,2024
2024-02-21,Philadelphia Flyers,3.0,Chicago Blackhawks,1.0,18245.0,2:25,2024
2024-02-21,Boston Bruins,6.0,Edmonton Oilers,5.0,18347.0,2:46,2024
2024-02-21,Buffalo Sabres,3.0,Montréal Canadiens,2.0,21105.0,2:22,2024
2024-02-22,Florida Panthers,0.0,Carolina Hurricanes,1.0,18700.0,2:26,2024
2024-02-22,Boston Bruins,2.0,Calgary Flames,3.0,17750.0,2:31,2024
2024-02-22,Colorado Avalanche,1.0,Detroit Red Wings,2.0,19515.0,2:29,2024
2024-02-22,Nashville Predators,4.0,Los Angeles Kings,1.0,17415.0,2:26,2024
2024-02-22,New York Rangers,5.0,New Jersey Devils,1.0,16650.0,2:37,2024
2024-02-22,Dallas Stars,1.0,Ottawa Senators,4.0,16118.0,2:19,2024
2024-02-22,Montréal Canadiens,1.0,Pittsburgh Penguins,4.0,17160.0,2:24,2024
2024-02-22,Vancouver Canucks,2.0,Seattle Kraken,5.0,17151.0,2:27,2024
2024-02-22,New York Islanders,0.0,St Louis Blues,4.0,18096.0,2:26,2024
2024-02-22,Washington Capitals,5.0,Tampa Bay Lightning,3.0,19092.0,2:33,2024
2024-02-22,Toronto Maple Leafs,7.0,Vegas Golden Knights,3.0,18188.0,2:23,2024
2024-02-23,Buffalo Sabres,2.0,Columbus Blue Jackets,1.0,18943.0,2:21,2024
2024-02-23,Winnipeg Jets,3.0,Chicago Blackhawks,2.0,18891.0,2:24,2024
2024-02-23,Minnesota Wild,4.0,Edmonton Oilers,2.0,18347.0,2:28,2024
2024-02-24,Dallas Stars,2.0,Carolina Hurricanes,1.0,18952.0,2:27,2024
2024-02-24,Toronto Maple Leafs,4.0,Colorado Avalanche,3.0,18135.0,2:23,2024
2024-02-24,St Louis Blues,1.0,Detroit Red Wings,6.0,19515.0,2:24,2024
2024-02-24,Calgary Flames,6.0,Edmonton Oilers,3.0,18347.0,2:41,2024
2024-02-24,Washington Capitals,2.0,Florida Panthers,3.0,19887.0,2:37,2024
2024-02-24,Anaheim Ducks,2.0,Los Angeles Kings,3.0,18203.0,2:36,2024
2024-02-24,Montréal Canadiens,3.0,New Jersey Devils,4.0,16514.0,2:21,2024
2024-02-24,Tampa Bay Lightning,4.0,New York Islanders,2.0,17255.0,2:28,2024
2024-02-24,Vegas Golden Knights,3.0,Ottawa Senators,4.0,19197.0,2:34,2024
2024-02-24,New York Rangers,2.0,Philadelphia Flyers,1.0,19756.0,2:34,2024
2024-02-24,Minnesota Wild,5.0,Seattle Kraken,2.0,17151.0,2:36,2024
2024-02-24,Nashville Predators,4.0,San Jose Sharks,2.0,15919.0,2:29,2024
2024-02-24,Boston Bruins,2.0,Vancouver Canucks,3.0,18924.0,2:44,2024
2024-02-25,Nashville Predators,4.0,Anaheim Ducks,2.0,16370.0,2:25,2024
2024-02-25,Carolina Hurricanes,2.0,Buffalo Sabres,3.0,15690.0,2:37,2024
2024-02-25,New York Rangers,2.0,Columbus Blue Jackets,4.0,18293.0,2:37,2024
2024-02-25,Detroit Red Wings,3.0,Chicago Blackhawks,2.0,21141.0,2:31,2024
2024-02-25,Tampa Bay Lightning,4.0,New Jersey Devils,1.0,16514.0,2:21,2024
2024-02-25,Philadelphia Flyers,6.0,Pittsburgh Penguins,7.0,18212.0,2:33,2024
2024-02-25,Arizona Coyotes,3.0,Winnipeg Jets,4.0,14324.0,2:28,2024
2024-02-26,New York Islanders,3.0,Dallas Stars,2.0,18532.0,2:31,2024
2024-02-26,Los Angeles Kings,2.0,Edmonton Oilers,4.0,18347.0,2:25,2024
2024-02-26,Boston Bruins,3.0,Seattle Kraken,4.0,17151.0,2:47,2024
2024-02-26,Ottawa Senators,3.0,Washington Capitals,6.0,17296.0,2:24,2024
2024-02-27,Los Angeles Kings,2.0,Calgary Flames,4.0,16450.0,2:25,2024
2024-02-27,Dallas Stars,1.0,Colorado Avalanche,5.0,18117.0,2:23,2024
2024-02-27,Washington Capitals,3.0,Detroit Red Wings,8.0,19515.0,2:24,2024
2024-02-27,Buffalo Sabres,2.0,Florida Panthers,3.0,18243.0,2:35,2024
2024-02-27,Carolina Hurricanes,3.0,Minnesota Wild,2.0,18775.0,2:27,2024
2024-02-27,Arizona Coyotes,2.0,Montréal Canadiens,4.0,21105.0,2:27,2024
2024-02-27,Ottawa Senators,1.0,Nashville Predators,4.0,17159.0,2:30,2024
2024-02-27,Tampa Bay Lightning,2.0,Philadelphia Flyers,6.0,18647.0,2:41,2024
2024-02-27,New Jersey Devils,7.0,San Jose Sharks,2.0,10982.0,2:26,2024
2024-02-27,Vegas Golden Knights,6.0,Toronto Maple Leafs,2.0,18907.0,2:29,2024
2024-02-27,Pittsburgh Penguins,4.0,Vancouver Canucks,3.0,18730.0,2:31,2024
2024-02-27,St Louis Blues,2.0,Winnipeg Jets,4.0,13139.0,2:27,2024
2024-02-28,St Louis Blues,2.0,Edmonton Oilers,3.0,18347.0,2:36,2024
2024-02-28,Columbus Blue Jackets,1.0,New York Rangers,4.0,18006.0,2:33,2024
2024-02-29,Vegas Golden Knights,4.0,Boston Bruins,5.0,17850.0,2:39,2024
2024-02-29,Carolina Hurricanes,4.0,Columbus Blue Jackets,2.0,18390.0,2:24,2024
2024-02-29,Colorado Avalanche,5.0,Chicago Blackhawks,0.0,18096.0,2:18,2024
2024-02-29,Winnipeg Jets,1.0,Dallas Stars,4.0,18532.0,2:29,2024
2024-02-29,New York Islanders,5.0,Detroit Red Wings,3.0,19515.0,2:25,2024
2024-02-29,Montréal Canadiens,3.0,Florida Panthers,4.0,18918.0,2:46,2024
2024-02-29,Minnesota Wild,1.0,Nashville Predators,6.0,17159.0,2:33,2024
2024-02-29,Pittsburgh Penguins,0.0,Seattle Kraken,2.0,17151.0,2:22,2024
2024-02-29,Anaheim Ducks,6.0,San Jose Sharks,4.0,10537.0,2:40,2024
2024-02-29,Buffalo Sabres,3.0,Tampa Bay Lightning,2.0,19092.0,2:25,2024
2024-02-29,Arizona Coyotes,2.0,Toronto Maple Leafs,4.0,18662.0,2:27,2024
2024-02-29,Los Angeles Kings,5.0,Vancouver Canucks,1.0,18801.0,2:22,2024
2024-03-01,New Jersey Devils,3.0,Anaheim Ducks,4.0,16078.0,2:37,2024
2024-03-01,Arizona Coyotes,5.0,Ottawa Senators,3.0,17734.0,2:33,2024
2024-03-01,Philadelphia Flyers,2.0,Washington Capitals,5.0,18573.0,2:31,2024
2024-03-02,Vegas Golden Knights,2.0,Buffalo Sabres,7.0,16693.0,2:30,2024
2024-03-02,Winnipeg Jets,5.0,Carolina Hurricanes,3.0,18876.0,2:26,2024
2024-03-02,Pittsburgh Penguins,3.0,Calgary Flames,4.0,19289.0,2:26,2024
2024-03-02,Columbus Blue Jackets,5.0,Chicago Blackhawks,2.0,18782.0,2:21,2024
2024-03-02,San Jose Sharks,2.0,Dallas Stars,3.0,18532.0,2:50,2024
2024-03-02,Florida Panthers,4.0,Detroit Red Wings,0.0,19515.0,2:33,2024
2024-03-02,Colorado Avalanche,1.0,Nashville Predators,5.0,17474.0,2:23,2024
2024-03-02,Boston Bruins,1.0,New York Islanders,5.0,17255.0,2:28,2024
2024-03-02,Ottawa Senators,2.0,Philadelphia Flyers,4.0,18971.0,2:24,2024
2024-03-02,Edmonton Oilers,2.0,Seattle Kraken,1.0,17151.0,2:21,2024
2024-03-02,Minnesota Wild,1.0,St Louis Blues,3.0,18096.0,2:25,2024
2024-03-02,Montréal Canadiens,3.0,Tampa Bay Lightning,4.0,19092.0,2:51,2024
2024-03-02,New York Rangers,3.0,Toronto Maple Leafs,4.0,19312.0,2:52,2024
2024-03-03,Vancouver Canucks,2.0,Anaheim Ducks,1.0,15161.0,2:18,2024
2024-03-03,Winnipeg Jets,5.0,Buffalo Sabres,2.0,14171.0,2:23,2024
2024-03-03,Pittsburgh Penguins,1.0,Edmonton Oilers,6.0,18347.0,2:22,2024
2024-03-03,New Jersey Devils,1.0,Los Angeles Kings,5.0,18145.0,2:28,2024
2024-03-03,San Jose Sharks,3.0,Minnesota Wild,4.0,18879.0,2:25,2024
2024-03-03,Arizona Coyotes,5.0,Washington Capitals,2.0,18573.0,2:33,2024
2024-03-04,Vegas Golden Knights,3.0,Columbus Blue Jackets,6.0,17338.0,2:31,2024
2024-03-04,Seattle Kraken,4.0,Calgary Flames,2.0,16516.0,2:41,2024
2024-03-04,Chicago Blackhawks,0.0,Colorado Avalanche,5.0,18125.0,2:27,2024
2024-03-04,Florida Panthers,4.0,New York Rangers,2.0,18006.0,2:30,2024
2024-03-04,St Louis Blues,2.0,Philadelphia Flyers,1.0,18728.0,2:34,2024
2024-03-04,Boston Bruins,4.0,Toronto Maple Leafs,1.0,18911.0,2:24,2024
2024-03-05,Chicago Blackhawks,5.0,Arizona Coyotes,2.0,4600.0,2:26,2024
2024-03-05,Edmonton Oilers,2.0,Boston Bruins,1.0,17850.0,2:28,2024
2024-03-05,Vancouver Canucks,2.0,Los Angeles Kings,1.0,18145.0,2:31,2024
2024-03-05,Florida Panthers,5.0,New Jersey Devils,3.0,16042.0,2:35,2024
2024-03-05,Montréal Canadiens,4.0,Nashville Predators,3.0,17159.0,2:33,2024
2024-03-05,St Louis Blues,2.0,New York Islanders,4.0,16540.0,2:13,2024
2024-03-05,Columbus Blue Jackets,3.0,Pittsburgh Penguins,5.0,17072.0,2:28,2024
2024-03-05,Dallas Stars,7.0,San Jose Sharks,6.0,10070.0,2:38,2024
2024-03-05,Seattle Kraken,4.0,Winnipeg Jets,3.0,13125.0,2:20,2024
2024-03-06,Ottawa Senators,1.0,Anaheim Ducks,2.0,14000.0,2:22,2024
2024-03-06,Detroit Red Wings,2.0,Colorado Avalanche,7.0,18132.0,2:44,2024
2024-03-06,Buffalo Sabres,1.0,Toronto Maple Leafs,2.0,18624.0,2:27,2024
2024-03-07,Minnesota Wild,5.0,Arizona Coyotes,2.0,4600.0,2:37,2024
2024-03-07,Toronto Maple Leafs,1.0,Boston Bruins,4.0,17850.0,2:40,2024
2024-03-07,Montréal Canadiens,1.0,Carolina Hurricanes,4.0,18859.0,2:31,2024
2024-03-07,Edmonton Oilers,2.0,Columbus Blue Jackets,4.0,17718.0,2:27,2024
2024-03-07,Philadelphia Flyers,2.0,Florida Panthers,1.0,18817.0,2:24,2024
2024-03-07,Ottawa Senators,3.0,Los Angeles Kings,4.0,16855.0,2:31,2024
2024-03-07,St Louis Blues,1.0,New Jersey Devils,4.0,16259.0,2:29,2024
2024-03-07,Buffalo Sabres,2.0,Nashville Predators,4.0,17159.0,2:30,2024
2024-03-07,Washington Capitals,6.0,Pittsburgh Penguins,0.0,17093.0,2:29,2024
2024-03-07,New York Islanders,7.0,San Jose Sharks,2.0,10077.0,2:29,2024
2024-03-07,Calgary Flames,6.0,Tampa Bay Lightning,3.0,19092.0,2:30,2024
2024-03-07,Vancouver Canucks,3.0,Vegas Golden Knights,1.0,18054.0,2:32,2024
2024-03-08,Dallas Stars,6.0,Anaheim Ducks,2.0,14716.0,2:30,2024
2024-03-08,Detroit Red Wings,0.0,Arizona Coyotes,4.0,4600.0,2:21,2024
2024-03-08,Minnesota Wild,1.0,Colorado Avalanche,2.0,18134.0,2:40,2024
2024-03-08,Winnipeg Jets,3.0,Seattle Kraken,0.0,17151.0,2:17,2024
2024-03-09,Pittsburgh Penguins,1.0,Boston Bruins,5.0,17850.0,2:32,2024
2024-03-09,Edmonton Oilers,2.0,Buffalo Sabres,3.0,19070.0,2:37,2024
2024-03-09,Nashville Predators,2.0,Columbus Blue Jackets,1.0,17602.0,2:31,2024
2024-03-09,Calgary Flames,1.0,Florida Panthers,5.0,19358.0,2:30,2024
2024-03-09,Dallas Stars,4.0,Los Angeles Kings,1.0,18145.0,2:28,2024
2024-03-09,Toronto Maple Leafs,3.0,Montréal Canadiens,2.0,21105.0,2:37,2024
2024-03-09,Carolina Hurricanes,4.0,New Jersey Devils,2.0,16514.0,2:37,2024
2024-03-09,St Louis Blues,0.0,New York Rangers,4.0,18006.0,2:23,2024
2024-03-09,Ottawa Senators,1.0,San Jose Sharks,2.0,17008.0,2:24,2024
2024-03-09,Philadelphia Flyers,0.0,Tampa Bay Lightning,7.0,19092.0,2:29,2024
2024-03-09,Winnipeg Jets,0.0,Vancouver Canucks,5.0,18954.0,2:21,2024
2024-03-09,Detroit Red Wings,3.0,Vegas Golden Knights,5.0,18401.0,2:30,2024
2024-03-09,Chicago Blackhawks,1.0,Washington Capitals,4.0,18573.0,2:24,2024
2024-03-10,New York Islanders,6.0,Anaheim Ducks,1.0,15631.0,2:25,2024
2024-03-10,Calgary Flames,2.0,Carolina Hurricanes,7.0,18728.0,2:38,2024
2024-03-10,Arizona Coyotes,4.0,Chicago Blackhawks,7.0,18666.0,2:32,2024
2024-03-10,Nashville Predators,3.0,Minnesota Wild,4.0,18800.0,2:36,2024
2024-03-10,Edmonton Oilers,4.0,Pittsburgh Penguins,0.0,17753.0,2:26,2024
